SongID,Performer,Song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_album,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,genre_larger
Holy WaterBig & Rich,Big & Rich,Holy Water,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",4qCGe8cM5ycEKcPJdRyk3m,https://p.scdn.co/mp3-preview/297d3e6025a044148a1b52ef253d56f3fb90b93e?cid=b8d3901151d34489a160e3cf0ab1fa94,Horse Of A Different Color,False,256813.0,40.0,0.536,0.765,0.0,-1.991,1.0,0.0277,0.0451,6.97e-06,0.344,0.456,94.677,4.0,pop rap,rap
FlatheadThe Fratellis,The Fratellis,Flathead,"['alternative rock', 'dance-punk', 'garage rock', 'modern rock', 'rock', 'scottish rock']",5t1Eqjxu93ub0LiTgxZQOB,,Costello Music (US Version),False,197440.0,45.0,0.599,0.942,0.0,-5.196,1.0,0.155,0.0118,0.0,0.327,0.334,105.144,4.0,rock,rock
GoodbyeKristinia DeBarge,Kristinia DeBarge,Goodbye,"['dance pop', 'post-teen pop']",5myYDbAurm1CW038qd4gL2,,Exposed (Deluxe Edition),False,208133.0,49.0,0.788,0.815,1.0,-3.168,0.0,0.0461,0.00492,3.84e-06,0.232,0.664,119.986,4.0,dance pop,pop
EnchantedTaylor Swift,Taylor Swift,Enchanted,"['pop', 'post-teen pop']",10eBRyImhfqVvkiVEGf0N0,,Speak Now,False,352186.0,59.0,0.455,0.623,8.0,-3.878,1.0,0.0288,0.0739,0.000424,0.146,0.208,163.893,4.0,pop,pop
Liv TonightNelly Featuring Keri Hilson,Nelly Featuring Keri Hilson,Liv Tonight,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'urban contemporary']",2BuJG2fuvyTOMRyNHo0P17,,5,True,271053.0,33.0,0.591,0.91,8.0,-4.593,1.0,0.0882,0.00492,0.0,0.0525,0.655,135.024,4.0,dance pop,pop
I Won't Give UpJana Kramer,Jana Kramer,I Won't Give Up,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'modern country rock']",3ALUfg1ISMMi1c38tOKk9E,https://p.scdn.co/mp3-preview/55626fa00bf4fa5894ab771219ff3b5a312decda?cid=b8d3901151d34489a160e3cf0ab1fa94,Jana Kramer,False,198053.0,44.0,0.612,0.369,2.0,-6.767,1.0,0.0253,0.621,0.0,0.103,0.309,83.004,4.0,country,country
Hey GirlBilly Currington,Billy Currington,Hey Girl,"['contemporary country', 'country', 'country road', 'modern country rock']",4CcrLWFQY4dRGMbUR59cSp,,We Are Tonight,False,200533.0,58.0,0.469,0.684,6.0,-5.296,1.0,0.0308,0.0156,0.0,0.0721,0.636,163.957,4.0,country,country
Hello KittyAvril Lavigne,Avril Lavigne,Hello Kitty,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",5eo5uGyM4q70CLU3LZphfu,https://p.scdn.co/mp3-preview/a5f4f602e8fdee6f1a13619cb465510b91f23a10?cid=b8d3901151d34489a160e3cf0ab1fa94,Avril Lavigne (Expanded Edition),False,196253.0,59.0,0.753,0.79,6.0,-6.783,0.0,0.0861,0.00184,9.69e-05,0.648,0.588,127.991,4.0,dance pop,pop
Lay Me DownSam Smith,Sam Smith,Lay Me Down,"['pop', 'uk pop']",64GRDrL1efgXclrhVCeuA0,,In The Lonely Hour (Drowning Shadows Edition),False,219535.0,78.0,0.468,0.19,4.0,-11.138,1.0,0.0373,0.919,0.0,0.107,0.326,125.319,4.0,pop,pop
I Did ItDave Matthews Band,Dave Matthews Band,I Did It,"['jam band', 'neo mellow', 'pop rock']",4u1WFYkW7pFmFvyUqUKP16,https://p.scdn.co/mp3-preview/3dad4990878077ac00c56ce51031fb41dfa92132?cid=b8d3901151d34489a160e3cf0ab1fa94,Everyday,False,216293.0,32.0,0.578,0.86,2.0,-6.011,1.0,0.0366,0.00582,0.0,0.246,0.512,108.051,4.0,pop rock,rock
Hanging By A MomentLifehouse,Lifehouse,Hanging By A Moment,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",0wqOReZDnrefefEsrIGeR4,,No Name Face,False,216066.0,65.0,0.531,0.855,1.0,-4.95,1.0,0.0352,0.000983,0.0,0.0716,0.424,124.578,4.0,pop rock,rock
Family AffairMary J. Blige,Mary J. Blige,Family Affair,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",3aw9iWUQ3VrPQltgwvN9Xu,,No More Drama,False,265866.0,72.0,0.925,0.56,8.0,-3.795,0.0,0.0436,0.138,1.19e-05,0.0861,0.966,92.895,4.0,dance pop,pop
I Can Only ImagineMercyMe,MercyMe,I Can Only Imagine,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'worship']",0lVYRIVjK77Z6uG2GgM8Kl,https://p.scdn.co/mp3-preview/adc4ed5e0f7b2935e0b3c4535dec38b96305f1f7?cid=b8d3901151d34489a160e3cf0ab1fa94,Almost There,False,248253.0,65.0,0.407,0.612,4.0,-5.359,1.0,0.0496,0.0909,0.0,0.0914,0.133,159.527,4.0,christian alternative rock,rock
It Only Hurts When I'm BreathingShania Twain,Shania Twain,It Only Hurts When I'm Breathing,"['canadian country', 'canadian pop', 'country', 'country dawn', 'dance pop']",4vumsuBIb2nEFKLuNaOeGO,,Up!,False,199466.0,42.0,0.331,0.61,10.0,-5.064,0.0,0.0315,0.342,0.0,0.0988,0.452,76.113,4.0,dance pop,pop
EverythingAlanis Morissette,Alanis Morissette,Everything,"['alternative rock', 'canadian pop', 'canadian singer-songwriter', 'pop rock', 'singer-songwriter']",6QTvIHixO4A2XrRT8yqT1n,https://p.scdn.co/mp3-preview/0d6dab37fba3fe744cb57c1e85cac2bc1eb878d2?cid=b8d3901151d34489a160e3cf0ab1fa94,The Collection (Standard Edition),False,273893.0,48.0,0.489,0.729,10.0,-6.046,1.0,0.0316,0.126,9.54e-05,0.133,0.339,144.041,4.0,pop rock,rock
Lights And SoundsYellowcard,Yellowcard,Lights And Sounds,"['bow pop', 'emo', 'pop punk', 'pop rock', 'post-grunge', 'socal pop punk']",4XOZaPYeMn9hcbpyS90NnD,,Lights And Sounds,False,208186.0,61.0,0.344,0.972,11.0,-3.675,0.0,0.116,8.48e-05,0.0,0.293,0.387,167.819,4.0,pop rock,rock
Hip Hop Is DeadNas Featuring will.i.am,Nas Featuring will.i.am,Hip Hop Is Dead,"['country rap', 'lgbtq+ hip hop', 'pop rap']",7iF9B5dbSOfEeznArGFHhn,,Hip Hop Is Dead (Bonus Tracks),False,225560.0,46.0,0.802,0.738,0.0,-5.975,0.0,0.236,0.0192,0.0,0.21,0.597,110.862,4.0,pop rap,rap
Get It ShawtyLloyd,Lloyd,Get It Shawty,"['dance pop', 'deep pop r&b', 'hip pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",2a03afRiyAbNAleOByVju4,,Street Love,False,209533.0,62.0,0.825,0.909,5.0,-4.009,0.0,0.267,0.133,0.0,0.0508,0.625,128.003,4.0,dance pop,pop
FabulousAshley Tisdale & Lucas Grabeel,Ashley Tisdale & Lucas Grabeel,Fabulous,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",,,,,,,,,,,,,,,,,,,dance pop,pop
Good Girls Go BadCobra Starship Featuring Leighton Meester,Cobra Starship Featuring Leighton Meester,Good Girls Go Bad,"['dance pop', 'emo', 'neon pop punk', 'pop punk', 'post-teen pop']",7kMfu3KUydmrFVGEAhjtyl,https://p.scdn.co/mp3-preview/1561c0058fa295333af2cf42050c97502cb1a0ec?cid=b8d3901151d34489a160e3cf0ab1fa94,Hot Mess,False,196413.0,65.0,0.594,0.874,0.0,-3.716,1.0,0.0815,0.0116,0.0,0.549,0.628,119.964,4.0,dance pop,pop
NobodyWonder Girls,Wonder Girls,Nobody,"['k-pop', 'k-pop girl group']",0TBNg82Zqi0k1VslEe2ooq,https://p.scdn.co/mp3-preview/f9b303f79af6311fe08559bac02cecd0aa6eb7fa?cid=b8d3901151d34489a160e3cf0ab1fa94,2 Different Tears,False,214773.0,49.0,0.901,0.772,3.0,-5.428,0.0,0.0757,0.318,0.0,0.0987,0.955,130.962,4.0,k-pop,pop
Morning After DarkTimbaland Featuring Nelly Furtado & SoShy,Timbaland Featuring Nelly Furtado & SoShy,Morning After Dark,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'rap', 'urban contemporary']",6mmtxbG5pzkrJ0BrSdg9uW,,Shock Value II,False,231960.0,58.0,0.745,0.931,6.0,-4.252,1.0,0.0423,0.0823,0.000345,0.0428,0.909,118.019,4.0,dance pop,pop
MoreUsher,Usher,More,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0aBKFfdyOD1Ttvgv0cfjjJ,https://p.scdn.co/mp3-preview/dfe373203d81a58801869a658fcb6ea1878b20c8?cid=b8d3901151d34489a160e3cf0ab1fa94,More,False,219986.0,66.0,0.551,0.893,7.0,-2.628,1.0,0.0543,0.00166,0.0,0.348,0.794,125.083,4.0,dance pop,pop
FlyNicki Minaj Featuring Rihanna,Nicki Minaj Featuring Rihanna,Fly,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop', 'rap']",5Fx2DfzfEm5KruaIsOC6xD,,Pink Friday (Deluxe),True,212920.0,56.0,0.664,0.848,10.0,-4.926,1.0,0.0386,0.0148,0.000118,0.1,0.196,119.878,4.0,dance pop,pop
JoleneVicci Martinez,Vicci Martinez,Jolene,['deep talent show'],32HGQzCUDOtHJ3qd57TpzY,,Jolene (The Voice Performance),False,210013.0,18.0,0.447,0.671,11.0,-5.759,0.0,0.0421,0.0173,0.0,0.179,0.216,94.069,4.0,deep talent show,deep talent show
I Like How It FeelsEnrique Iglesias Featuring Pitbull & The WAV.s,Enrique Iglesias Featuring Pitbull & The WAV.s,I Like How It Feels,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",7HEVWZ9CMFSHpqRciDPVCA,https://p.scdn.co/mp3-preview/d86a7ddcfe29c3aeae933d6879418fa7f3862650?cid=b8d3901151d34489a160e3cf0ab1fa94,I Like How It Feels (feat. Pitbull & The WAV.s),False,217521.0,18.0,0.709,0.669,9.0,-7.934,1.0,0.0287,0.333,0.000295,0.0656,0.801,128.049,4.0,dance pop,pop
Man In The MirrorGlee Cast,Glee Cast,Man In The Mirror,"['glee club', 'hollywood', 'post-teen pop']",4PcrxYt1pnxf3KApGx9BGA,https://p.scdn.co/mp3-preview/8a10a06a1ae3b93f8b70b360708eba90db654979?cid=b8d3901151d34489a160e3cf0ab1fa94,Glee: The Musi,False,246853.0,45.0,0.755,0.717,8.0,-5.702,1.0,0.038,0.305,0.0,0.148,0.41,100.327,4.0,post-teen pop,pop
Let It BeTessanne Chin & Adam Levine,Tessanne Chin & Adam Levine,Let It Be,['reggae fusion'],6D9XBfUFCpnVN2tSP2bETW,,The Complete Season 5 Collection (The Voice Performance),False,216378.0,25.0,0.481,0.781,0.0,-4.531,1.0,0.0408,0.0828,0.0,0.397,0.352,143.837,4.0,reggae fusion,reggae fusion
G.U.Y.Lady Gaga,Lady Gaga,G.U.Y.,"['dance pop', 'pop']",,,,,,,,,,,,,,,,,,,dance pop,pop
I Need A Hot GirlHot Boys,Hot Boys,I Need A Hot Girl,"['deep southern trap', 'dirty south rap', 'new orleans rap']",25CnqAR7fzAQbb2SVoSa0b,,Guerrilla Warfare,False,292840.0,47.0,0.815,0.797,2.0,-6.304,1.0,0.186,0.0557,0.0,0.641,0.65,96.006,4.0,dirty south rap,rap
No Me Dejes De QuererGloria Estefan,Gloria Estefan,No Me Dejes De Querer,"['dance pop', 'latin pop', 'new wave pop', 'soft rock']",4sjOZ8ajmyXbKXkrriCAo9,https://p.scdn.co/mp3-preview/e00c150392892927baa36e198a6349dd4f792bcc?cid=b8d3901151d34489a160e3cf0ab1fa94,Alma Caribeña,False,208426.0,25.0,0.703,0.889,10.0,-5.605,0.0,0.0974,0.313,0.0,0.534,0.874,83.287,4.0,dance pop,pop
IncompleteSisqo,Sisqo,Incomplete,"['dance pop', 'hip pop', 'new jack swing', 'r&b', 'urban contemporary']",3w8Mw9GHYepoTWOSdiyosj,,Unleash The Dragon,True,274226.0,63.0,0.75,0.446,1.0,-8.059,0.0,0.0759,0.282,0.0,0.119,0.291,119.489,4.0,dance pop,pop
LoveMusiq Soulchild,Musiq Soulchild,Love,"['alternative r&b', 'dance pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",6uSa5iCMwPr10Ftpz8w09b,,Aijuswanaseing,False,304666.0,55.0,0.463,0.395,6.0,-9.944,0.0,0.055,0.369,0.0,0.107,0.351,98.656,4.0,dance pop,pop
Just Let Me Be In LoveTracy Byrd,Tracy Byrd,Just Let Me Be In Love,"['contemporary country', 'country', 'country road', 'country rock', 'redneck']",71EVFQO2umcIfdxE8DquYy,https://p.scdn.co/mp3-preview/b3eff1f1b619ed592d5a90fef5f1526f130be070?cid=b8d3901151d34489a160e3cf0ab1fa94,Ten Rounds,False,226213.0,25.0,0.581,0.8,0.0,-7.397,0.0,0.0344,0.117,3.32e-05,0.045,0.415,96.1,4.0,country,country
I Love YouFaith Evans,Faith Evans,I Love You,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",6gsmFgUiSTuinJlScwFODv,https://p.scdn.co/mp3-preview/fc42ce71c03c04481b4839307c58603f58b64b2f?cid=b8d3901151d34489a160e3cf0ab1fa94,Faithfully,False,267160.0,54.0,0.489,0.757,11.0,-4.062,0.0,0.0926,0.00981,0.0,0.234,0.567,168.004,4.0,dance pop,pop
Oh BoyCam'Ron Featuring Juelz Santana,Cam'Ron Featuring Juelz Santana,Oh Boy,['harlem hip hop'],,,,,,,,,,,,,,,,,,,harlem hip hop,hip hop
Gotta Get Thru ThisDaniel Bedingfield,Daniel Bedingfield,Gotta Get Thru This,['europop'],747tpec1a0Hfqvj2za1pBs,,Gotta Get Thru This,False,161200.0,48.0,0.839,0.777,7.0,-5.424,0.0,0.0597,0.0993,3.77e-05,0.102,0.926,133.566,4.0,europop,pop
Hole In The WorldEagles,Eagles,Hole In The World,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",2nSdYrRGhnfbncKCtgFWK7,https://p.scdn.co/mp3-preview/ad979509f4520be50952415cc9f2d99682eee324?cid=b8d3901151d34489a160e3cf0ab1fa94,The Very Best of the Eagles (2013 Remaster),False,256973.0,45.0,0.662,0.39,4.0,-10.416,1.0,0.0239,0.46,0.0,0.179,0.713,82.007,4.0,rock,rock
If I Can't50 Cent,50 Cent,If I Can't,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",7JeKXMQKm6GoLGTkNy2jZ0,,Get Rich Or Die Tryin',True,196640.0,59.0,0.877,0.64,11.0,-2.453,0.0,0.31,0.253,0.0,0.0244,0.887,93.961,4.0,pop rap,rap
Good Little GirlsBlue County,Blue County,Good Little Girls,['country road'],0Y6dPRfSOVgLzKpn7L741h,https://p.scdn.co/mp3-preview/0c3fedda720f89a54f8d238447314254a99cee09?cid=b8d3901151d34489a160e3cf0ab1fa94,Blue County,False,181800.0,21.0,0.668,0.808,2.0,-5.26,1.0,0.0384,0.0193,0.0,0.0294,0.778,122.001,3.0,country road,country
E-ProBeck,Beck,E-Pro,"['alternative rock', 'anti-folk', 'garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock']",,,,,,,,,,,,,,,,,,,rock,rock
Fix YouColdplay,Coldplay,Fix You,"['permanent wave', 'pop']",7LVHVU3tWfcxj5aiPFEW4Q,https://p.scdn.co/mp3-preview/b1640815319b2df5ddfac27a28f016319a281468?cid=b8d3901151d34489a160e3cf0ab1fa94,X&Y,False,295533.0,83.0,0.209,0.418,3.0,-8.74,1.0,0.0338,0.163,0.00195,0.113,0.123,138.265,4.0,pop,pop
Lips Of An AngelJack Ingram,Jack Ingram,Lips Of An Angel,"['country road', 'texas country']",7CnuusZCdhzNQlPdUDBhcA,,This Is It,False,227453.0,32.0,0.473,0.708,9.0,-4.286,1.0,0.0308,0.0129,0.0,0.112,0.293,131.788,4.0,country road,country
Mama's SongCarrie Underwood,Carrie Underwood,Mama's Song,"['contemporary country', 'country', 'country dawn', 'dance pop', 'oklahoma country', 'pop', 'post-teen pop']",0m8Ta268d1kBBG7lxMyWqa,https://p.scdn.co/mp3-preview/f5308a7c81fac7731861369b6ab4a2f381e44d93?cid=b8d3901151d34489a160e3cf0ab1fa94,Play On,False,240240.0,50.0,0.341,0.659,2.0,-5.419,1.0,0.0357,0.442,0.0,0.096,0.269,79.987,4.0,dance pop,pop
Neutron Star Collision (Love Is Forever)Muse,Muse,Neutron Star Collision (Love Is Forever),"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']",,,,,,,,,,,,,,,,,,,post-grunge,post-grunge
Na Na Na (Na Na Na Na Na Na Na Na Na)My Chemical Romance,My Chemical Romance,Na Na Na (Na Na Na Na Na Na Na Na Na),"['emo', 'pop punk']",5BB0Jzw60KyfSTyjJqtely,https://p.scdn.co/mp3-preview/67bf2886d9a6f6df4bdc87939457591c02a775e5?cid=b8d3901151d34489a160e3cf0ab1fa94,Danger Days: The True Lives of the Fabulous Killjoys,True,205960.0,71.0,0.411,0.986,8.0,-2.522,0.0,0.0583,0.000264,0.00148,0.371,0.649,165.981,4.0,pop punk,pop
Mr. RagerKid Cudi,Kid Cudi,Mr. Rager,"['hip hop', 'pop rap', 'rap']",393MDhe62s8hbH8ETrlxe5,,Man On The Moon II: The Legend Of Mr. Rager,False,294226.0,68.0,0.67,0.726,7.0,-8.689,1.0,0.0272,0.39,0.882,0.14,0.581,102.003,4.0,pop rap,rap
I'm Gonna Love You Through ItMartina McBride,Martina McBride,I'm Gonna Love You Through It,"['contemporary country', 'country', 'country dawn', 'country road']",4GwbSrCJFRze2tK4H12Zew,,Eleven,False,227613.0,51.0,0.432,0.657,5.0,-5.12,1.0,0.0304,0.317,0.0,0.0893,0.259,142.528,4.0,country,country
Go Get ItT.I.,T.I.,Go Get It,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2gPl93XdGnfKUykwxVHUYt,https://p.scdn.co/mp3-preview/15dd0f2b44df9278ed4c400cdddb6f3178e2f43f?cid=b8d3901151d34489a160e3cf0ab1fa94,Trouble Man: Heavy is the Head,True,217520.0,58.0,0.366,0.667,1.0,-5.683,1.0,0.246,0.00212,0.0,0.398,0.51,76.627,4.0,dance pop,pop
HeartbreakerJustin Bieber,Justin Bieber,Heartbreaker,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",21pCToQdqcPi879auxjxKe,,Journals,False,262840.0,53.0,0.572,0.503,6.0,-7.334,0.0,0.0858,0.156,0.0,0.346,0.553,103.215,4.0,dance pop,pop
FeverThe Black Keys,The Black Keys,Fever,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",3Hx7RXqCS7Kzjy2ot2q1Gk,https://p.scdn.co/mp3-preview/967c11c4564d1ceab9802463f9e81ccf4eff2e8d?cid=b8d3901151d34489a160e3cf0ab1fa94,Turn Blue,False,246306.0,63.0,0.609,0.674,9.0,-6.506,0.0,0.0355,0.00378,0.000302,0.129,0.743,127.541,4.0,rock,rock
No TypeRae Sremmurd,Rae Sremmurd,No Type,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",4scpF6J5uMBvoh6sFB7EL1,,SremmLife,True,200080.0,75.0,0.888,0.483,6.0,-7.797,1.0,0.154,0.013,4.85e-06,0.0926,0.226,125.008,4.0,pop rap,rap
IrresistibleFall Out Boy,Fall Out Boy,Irresistible,"['emo', 'modern rock', 'pop punk']",3znPiywA0q1VK2jgAZFDoI,,American Beauty/American Psycho,False,206506.0,66.0,0.484,0.938,2.0,-3.114,1.0,0.105,0.0633,0.0,0.248,0.397,164.992,4.0,modern rock,rock
Get LowDillon Francis & DJ Snake,Dillon Francis & DJ Snake,Get Low,"['big room', 'brostep', 'dance pop', 'edm', 'electro house', 'electronic trap', 'electropop', 'moombahton', 'pop', 'tropical house']",3oZoXyU0SkDldgS7AcN4y4,https://p.scdn.co/mp3-preview/70392bb468372764955b4c0e56976b26b9dfb917?cid=b8d3901151d34489a160e3cf0ab1fa94,Money Suck,False,212773.0,65.0,0.674,0.932,11.0,-4.424,0.0,0.0859,0.0282,0.71,0.684,0.728,101.033,4.0,dance pop,pop
I Belong To YouLenny Kravitz,Lenny Kravitz,I Belong To You,"['permanent wave', 'pop rock', 'rock']",21DyCPJqQ8tzFCHJYX9Koz,,Greatest Hits,False,257066.0,58.0,0.691,0.684,7.0,-7.466,0.0,0.0494,0.000652,0.00457,0.106,0.651,87.309,4.0,pop rock,rock
Independent Women Part IDestiny's Child,Destiny's Child,Independent Women Part I,"['dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,,,,,dance pop,pop
Livin' It UpJa Rule Featuring Case,Ja Rule Featuring Case,Livin' It Up,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'queens hip hop', 'rap', 'urban contemporary']",52gqeRlrBE7hqMlRxEsi6y,,Pain Is Love,False,257066.0,62.0,0.874,0.767,6.0,-4.046,1.0,0.317,0.0769,0.0,0.0371,0.646,106.061,4.0,dance pop,pop
"No Shoes, No Shirt, No ProblemsKenny Chesney",Kenny Chesney,"No Shoes, No Shirt, No Problems","['contemporary country', 'country', 'country road']",208bYsadJ56km31IENM2qS,https://p.scdn.co/mp3-preview/56cbced3e998c4c41c0402963c2be83e15e0a3f0?cid=b8d3901151d34489a160e3cf0ab1fa94,No Shoe,False,209666.0,58.0,0.719,0.546,7.0,-10.239,1.0,0.032,0.243,0.00844,0.181,0.669,117.925,4.0,country,country
"Me, Myself And IBeyonce",Beyonce,"Me, Myself And I","['dance pop', 'pop', 'pop rap', 'r&b']",6XsT5UGfpaFeHQf5LRIy4W,https://p.scdn.co/mp3-preview/c2fd6a04b5ef5e9ca5573c88679183aaaf9b356f?cid=b8d3901151d34489a160e3cf0ab1fa94,Dangerously In Love,False,301133.0,68.0,0.75,0.458,1.0,-9.092,1.0,0.0803,0.226,3.25e-05,0.137,0.536,83.61,4.0,dance pop,pop
Lonely No MoreRob Thomas,Rob Thomas,Lonely No More,"['acoustic pop', 'neo mellow', 'pop rock', 'post-grunge']",4faFAhOflLzhfJECveRwva,https://p.scdn.co/mp3-preview/5a1d66e572779d7e2f49a0784af33213cc6cab05?cid=b8d3901151d34489a160e3cf0ab1fa94,Something To Be,False,226640.0,57.0,0.551,0.896,9.0,-3.152,0.0,0.109,0.033,0.0,0.0899,0.858,171.79,4.0,pop rock,rock
L.O.V.E.Ashlee Simpson,Ashlee Simpson,L.O.V.E.,"['dance pop', 'post-teen pop']",0PFl1LFTgBFSnQ4GaIN8s3,,Autobiography,False,207906.0,31.0,0.473,0.868,4.0,-2.713,0.0,0.0411,0.0032,3.85e-06,0.366,0.618,166.121,4.0,dance pop,pop
Not Fade AwaySheryl Crow,Sheryl Crow,Not Fade Away,"['folk', 'lilith', 'mellow gold', 'neo mellow', 'new wave pop', 'permanent wave', 'pop rock', 'rock']",7FzlbCUcpAfh0ar1yNiKXK,,Not Fade Away (for Revlon Colorist. All proceeds to Breast Cancer Research),False,125080.0,3.0,0.579,0.913,2.0,-4.009,1.0,0.0614,0.0159,3.72e-05,0.117,0.912,192.062,4.0,pop rock,rock
Just Stand Up!Artists Stand Up To Cancer,Artists Stand Up To Cancer,Just Stand Up!,[],1EiwZsCTu8cGSRdog30oYY,,JUST STAND UP!,False,217066.0,35.0,0.562,0.953,7.0,-1.09,1.0,0.0833,0.186,0.0,0.679,0.545,176.513,4.0,,
Go GirlCiara Featuring T-Pain,Ciara Featuring T-Pain,Go Girl,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",3VFR7lXtbxQvcYnTIc6sdB,https://p.scdn.co/mp3-preview/3b7b56f63002c2477fb63190b22b82d34a76f2f1?cid=b8d3901151d34489a160e3cf0ab1fa94,Go Girl (Main Version),False,235666.0,41.0,0.524,0.57,7.0,-6.765,0.0,0.301,0.526,0.0,0.288,0.785,66.755,4.0,dance pop,pop
It's A New Daywill.i.am,will.i.am,It's A New Day,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",5pLQwt7Bfv1CeDDr1pD6ci,,It's A New Day,False,219786.0,25.0,0.795,0.639,7.0,-4.318,1.0,0.049,0.122,0.0,0.23,0.467,119.901,4.0,dance pop,pop
Endless LoveGlee Cast,Glee Cast,Endless Love,"['glee club', 'hollywood', 'post-teen pop']",12SUwAYy47C6lpCbBOxoEk,https://p.scdn.co/mp3-preview/fe5f6c309cacf6461c47658280fe072adad3cbdf?cid=b8d3901151d34489a160e3cf0ab1fa94,Glee: The Musi,False,262826.0,45.0,0.239,0.471,10.0,-7.593,1.0,0.0306,0.763,3.31e-05,0.106,0.151,86.812,4.0,post-teen pop,pop
Freak The Freak OutVictorious Cast Featuring Victoria Justice,Victorious Cast Featuring Victoria Justice,Freak The Freak Out,"['dance pop', 'post-teen pop', 'social media pop', 'viral pop']",3vu8NXAryXrNG8ICj71Buq,https://p.scdn.co/mp3-preview/912ce1852b35756dc8bc0f67aabcf549ef8e4149?cid=b8d3901151d34489a160e3cf0ab1fa94,Victorious: Music From The Hit TV Show,False,234480.0,65.0,0.689,0.858,5.0,-3.185,1.0,0.061,0.00129,0.0,0.0988,0.51,140.022,4.0,dance pop,pop
I Wish You WouldDJ Khaled Featuring Kanye West & Rick Ross,DJ Khaled Featuring Kanye West & Rick Ross,I Wish You Would,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0n0HybfiBU3YDQNVtWugtm,,Kiss The Ring (Deluxe),True,237346.0,51.0,0.71,0.873,5.0,-1.289,1.0,0.0524,0.0542,0.0,0.354,0.627,141.986,4.0,dance pop,pop
MonsterImagine Dragons,Imagine Dragons,Monster,['modern rock'],2Xaw1RrXP3mdooKWysuRJ8,,Smoke + Mirrors (Deluxe),False,249493.0,63.0,0.472,0.774,3.0,-5.383,1.0,0.0824,0.167,0.000278,0.132,0.443,179.942,4.0,modern rock,rock
Let Me GoAvril Lavigne Featuring Chad Kroeger,Avril Lavigne Featuring Chad Kroeger,Let Me Go,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",2o0V0AATmWmCmMOAFWDuEV,https://p.scdn.co/mp3-preview/a27d2692475d92571eedae9ef620ebfda573276b?cid=b8d3901151d34489a160e3cf0ab1fa94,Avril Lavigne (Expanded Edition),False,267973.0,61.0,0.385,0.654,4.0,-6.635,1.0,0.0342,0.212,0.0,0.136,0.125,164.196,3.0,dance pop,pop
JealousNick Jonas,Nick Jonas,Jealous,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",4lSkNB2fp7roRthqwD7p8k,,Music From Chasing Happiness,False,223973.0,24.0,0.684,0.71,11.0,-3.614,0.0,0.0779,0.0132,0.0,0.444,0.451,93.007,4.0,dance pop,pop
LoverboyMariah Carey Featuring Cameo,Mariah Carey Featuring Cameo,Loverboy,"['dance pop', 'pop', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,,,,,dance pop,pop
